gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
GIMD1	-0.573626551	-2.120811836	-0.685378284	0.502964788	0.874838263	-5.542356401
XIRP2	-0.573640356	1.893565672	-0.964474391	0.34923255	0.821412118	-5.610008111
TPM4P1	-0.573801093	0.10888139	-0.737229927	0.471710142	0.874838263	-5.543694916
CEP83	-0.574172726	2.854647129	-1.157834793	0.26400912	0.759694959	-5.524651571
CLDN20	-0.574297975	-0.128264062	-0.675546843	0.509023818	0.877308964	-5.555533166
C6ORF48	-0.57435777	4.195976406	-1.339316155	0.199278271	0.69719736	-5.385101242
WSCD1	-0.57450317	3.510437514	-1.106007644	0.285158703	0.779499846	-5.62648864
C1QBPP1	-0.574751198	-0.064536358	-0.72934541	0.47638589	0.874838263	-5.527564871
MAS1	-0.574996079	2.891814617	-1.172290987	0.258326399	0.754782776	-5.512158543
OR6V1	-0.575057565	0.042693507	-0.799771028	0.435616428	0.873335473	-5.490776148
NRN1	-0.575077366	5.821520037	-0.954945769	0.353883162	0.821412118	-5.795447877
RNF11B	-0.575089347	-1.652919349	-0.585584483	0.566364879	0.89463014	-5.567378121
NXT1P1	-0.575089347	-1.652919349	-0.585584483	0.566364879	0.89463014	-5.567378121
SNX3	-0.575099814	3.368894454	-1.047903323	0.310334071	0.794157734	-5.677810856
FAM35DP	-0.575171188	-1.772378078	-0.495380852	0.627099947	0.928562923	-5.622057595
KIAA1024L	-0.575259926	3.181790834	-1.047455139	0.310534339	0.794461353	-5.665848613
RPL9P31	-0.575354089	-1.592491003	-0.725339363	0.478772225	0.874838263	-5.4784814
GAPDHP25	-0.575354089	-1.592491003	-0.725339363	0.478772225	0.874838263	-5.4784814
BX072566.1	-0.575354089	-1.592491003	-0.725339363	0.478772225	0.874838263	-5.4784814
CCDC170	-0.575476565	2.441894874	-1.160785703	0.262841501	0.759155422	-5.480415832
ZBTB11	-0.575583066	5.69131886	-1.264481681	0.224258048	0.719200654	-5.472612908
FAM159B	-0.575731364	-0.089020061	-0.677332513	0.507920217	0.877082319	-5.558824099
SP140	-0.575790381	2.16675243	-0.79552397	0.43801103	0.874136754	-5.787739791
CGA	-0.575795538	0.213415062	-0.80616842	0.432025076	0.870421215	-5.50774451
TOM1L2	-0.575928309	5.971738876	-1.037584397	0.314968733	0.798173689	-5.71332337
CHGA	-0.576021408	1.933920673	-0.951716811	0.355468805	0.821412118	-5.626860785
EYS	-0.57611469	3.897044313	-1.183195997	0.254101508	0.752755691	-5.559873377
CDC37L1	-0.576130973	1.798950504	-0.738100446	0.471195604	0.874838263	-5.782041473
NAP1L5	-0.576310029	1.437127852	-0.987216438	0.338305501	0.821412118	-5.526634802
STON2	-0.576477669	3.881968559	-1.227823213	0.237360277	0.733950635	-5.509057808
CLGN	-0.576617036	0.5804136	-0.648548064	0.525876645	0.877852142	-5.666033477
POC1B	-0.576638787	4.820598694	-1.327430974	0.203090291	0.700164451	-5.405540313
TLN2	-0.57680173	5.222575496	-1.351652374	0.195382417	0.695302527	-5.373740383
DUTP2	-0.57684953	-1.124598516	-0.61137716	0.549582031	0.884829783	-5.530755844
ATF7IP2	-0.576873443	3.821812915	-1.080465486	0.296033438	0.784318623	-5.666968762
PLK3	-0.577080523	4.822875324	-1.115797559	0.281069982	0.775012443	-5.646820516
MTCO1P23	-0.577119596	-0.594306776	-0.741554496	0.469157367	0.874838263	-5.47027551
MIB1	-0.577442022	7.022355753	-1.106713876	0.284862279	0.779225042	-5.615367719
LZIC	-0.577535597	5.98625416	-1.241229789	0.232501308	0.729628839	-5.494195222
GRK4	-0.577621257	3.586868335	-1.248261032	0.229984068	0.727148326	-5.47341169
PLGRKT	-0.577740968	0.800766278	-0.748852863	0.464868222	0.874838263	-5.630995075
GDF3	-0.577770176	-0.52425918	-0.639567004	0.531551351	0.877852142	-5.540133448
HNRNPKP2	-0.577846785	-0.7376105	-0.663432414	0.516547179	0.877852142	-5.511995058
CYB5R2	-0.577855657	3.743571174	-1.019354612	0.323277917	0.806432624	-5.725183949
ZNF548	-0.57802319	3.777838419	-1.295066119	0.213766168	0.708997984	-5.426644985
PAICSP6	-0.57802611	-0.63483194	-0.605938876	0.553098171	0.887252528	-5.551870026
ANKRD34C	-0.57804274	1.675338672	-1.067770879	0.301550189	0.789452934	-5.482118671
CDH23	-0.578240798	4.893479633	-1.076178811	0.297887982	0.785643044	-5.687971356
IL18	-0.578251758	2.259489466	-1.077344764	0.297382715	0.785155169	-5.547074931
TIE1	-0.578280678	4.661663119	-1.196274386	0.249104359	0.747376706	-5.558857684
SLC4A1AP	-0.578309194	5.191007253	-1.340759739	0.198819187	0.69719736	-5.38744571
VRK1	-0.578317196	3.370777819	-0.985469299	0.339136341	0.821412118	-5.73865864
AFF1	-0.578353426	5.759296146	-1.11493412	0.281428831	0.775607132	-5.638177526
MCOLN2	-0.578415106	2.791636062	-1.176638336	0.256635761	0.754778675	-5.498451526
RP11-359B20.1	-0.578606627	-1.652919349	-0.62258843	0.542371658	0.882182693	-5.546608241
PCDHGC3	-0.578827296	4.696880941	-1.04352435	0.312294792	0.796750599	-5.720945473
FES	-0.578867353	4.529145958	-1.212325413	0.24307475	0.73903952	-5.539868845
INPP5D	-0.57889491	4.474681144	-1.24384931	0.231561004	0.728533531	-5.503290946
RLBP1	-0.578978778	0.795622784	-0.63024822	0.537475257	0.880185998	-5.708277795
OR7A18P	-0.579045844	-1.53009175	-0.711814949	0.486881175	0.874838263	-5.483378314
RP11-384A12.1	-0.579045844	-1.53009175	-0.711814949	0.486881175	0.874838263	-5.483378314
RP4-663N10.3	-0.579045844	-1.53009175	-0.711814949	0.486881175	0.874838263	-5.483378314
MED28P8	-0.579045844	-1.53009175	-0.711814949	0.486881175	0.874838263	-5.483378314
RP11-443I9.1	-0.579045844	-1.53009175	-0.711814949	0.486881175	0.874838263	-5.483378314
OR8C1P	-0.579045844	-1.53009175	-0.711814949	0.486881175	0.874838263	-5.483378314
MTND6P18	-0.579045844	-1.53009175	-0.711814949	0.486881175	0.874838263	-5.483378314
RP11-420K14.3	-0.579120715	-0.913351797	-0.67822257	0.507370647	0.876838002	-5.494584018
Dec-01	-0.579407774	4.009486753	-1.230087512	0.236534144	0.733472162	-5.510343039
RP11-114G11.3	-0.579536558	-0.268268428	-0.632541277	0.536014204	0.879397426	-5.566821964
APIP	-0.579774487	3.333099558	-1.032125522	0.317440622	0.800427379	-5.691300275
IK	-0.579891408	4.228697027	-1.304684496	0.210548001	0.704798354	-5.427857497
TMOD2	-0.580070692	4.440123404	-1.198577068	0.248232369	0.746221824	-5.554518677
SLFN12	-0.580249402	2.77942529	-0.961102046	0.350873598	0.821412118	-5.715219088
ARID1B	-0.580412462	6.63667824	-1.224209252	0.238683463	0.733992429	-5.498081374
TPT1	-0.5805634	6.935872255	-0.910727738	0.376023848	0.82865761	-5.807257899
YBX1P6	-0.580568105	-1.53009175	-0.638218267	0.532406487	0.877852142	-5.52915633
PCNPP3	-0.580568105	-1.53009175	-0.638218267	0.532406487	0.877852142	-5.52915633
RP11-726G23.10	-0.580568105	-1.53009175	-0.638218267	0.532406487	0.877852142	-5.52915633
ATE1-AS1	-0.58062116	0.07679646	-0.799752578	0.435626812	0.873335473	-5.49500381
IGSF22	-0.580725814	2.222126427	-1.1492084	0.267444901	0.759968583	-5.467853741
LL0XNC01-116E7.4	-0.580984908	-1.875156638	-0.656801813	0.520691575	0.877852142	-5.543649278
HMGB1P26	-0.580984908	-1.875156638	-0.656801813	0.520691575	0.877852142	-5.543649278
FRG1GP	-0.580984908	-1.875156638	-0.656801813	0.520691575	0.877852142	-5.543649278
SOSTDC1	-0.581113182	0.106323396	-0.676259638	0.508583122	0.877195257	-5.583683413
ASB15	-0.581296155	0.419764687	-0.861993051	0.401490637	0.845737744	-5.492043951
EEF1A1P8	-0.581305324	-1.32635968	-0.543975866	0.593995995	0.909432054	-5.571305613
FAM212B	-0.58131121	4.688760812	-1.321015846	0.205171927	0.703429497	-5.413153393
FAM19A1	-0.581376484	-0.380955456	-0.651575375	0.523971507	0.877852142	-5.54478785
HLA-K	-0.581421621	-0.526363781	-0.514850489	0.61373215	0.920010784	-5.607051691
SPAG17	-0.581560164	2.384708717	-1.102437791	0.286660561	0.781259633	-5.535814182
MMS22L	-0.581978557	5.365811734	-1.30019878	0.212044045	0.706792254	-5.434911997
RP11-345K9.3	-0.581993213	-0.878943318	-0.690891287	0.499585535	0.874838263	-5.487902394
DYRK1A	-0.582245051	7.487984328	-1.10097302	0.28727849	0.781949253	-5.60634862
POU6F1	-0.582410736	3.099852905	-1.257895461	0.226569435	0.723175159	-5.432330384
STMN4	-0.582437297	2.173730694	-0.904404647	0.379265102	0.829639737	-5.69936939
XPNPEP3	-0.582614841	5.346192914	-1.306047606	0.210095049	0.704798354	-5.428102194
CPO	-0.582648922	-0.572859773	-0.648125831	0.526142671	0.877852142	-5.531540986
AGAP5	-0.582755179	3.802101538	-1.238380228	0.233527555	0.730950791	-5.4940534
MESTP3	-0.582834001	-1.346835805	-0.580099506	0.569968368	0.896723053	-5.553250855
GALK2	-0.582954825	6.258161687	-1.106640577	0.284893034	0.779248679	-5.636463957
ST5	-0.582964123	5.726379202	-1.148591618	0.267691842	0.760106779	-5.602751766
TISP43	-0.58297222	2.58010878	-1.190561105	0.251278025	0.749737357	-5.462508343
OR6B1	-0.583107694	-0.770263868	-0.69740029	0.495612841	0.874838263	-5.488933784
ABLIM1	-0.583197967	5.210587141	-1.000243942	0.332155552	0.816933046	-5.761560636
KLC1	-0.583217939	5.973509749	-1.140125743	0.271098709	0.763810371	-5.607220343
RP11-597M17.3	-0.583504807	-2.032392717	-0.658471087	0.519646444	0.877852142	-5.553069911
PTP4A1P2	-0.583504807	-2.032392717	-0.658471087	0.519646444	0.877852142	-5.553069911
AHR	-0.583533881	6.599796961	-1.267163305	0.22332226	0.718457303	-5.449423883
TFDP2	-0.583640001	5.926447631	-1.301095753	0.211744222	0.70633926	-5.424921113
NUP155	-0.583919774	4.978114517	-1.293190123	0.21439836	0.708997984	-5.446491431
AC005336.4	-0.583966793	-0.090775172	-0.778432492	0.447731273	0.874838263	-5.490292707
RFPL4A	-0.584006444	-0.290414128	-0.558409789	0.584334377	0.904584595	-5.605835618
CCDC18	-0.584335284	2.79874377	-0.829294398	0.419200284	0.860074503	-5.831060058
SLC22A24	-0.584589555	0.012300547	-0.781686211	0.445870522	0.874838263	-5.500292962
SLC12A3	-0.584655019	2.635351514	-1.175360019	0.257132009	0.754778675	-5.484815965
ECE1	-0.584884439	6.131719333	-1.202003148	0.246939301	0.744685246	-5.535770415
LEFTY2	-0.58491748	0.98009224	-0.878939446	0.392508829	0.836987964	-5.556686484
C9ORF91	-0.584928248	4.423878288	-1.026670317	0.319924747	0.802442041	-5.735578524
SH2D1B	-0.58494816	0.612937468	-0.759509791	0.458648428	0.874838263	-5.596602264
BIRC2	-0.585217157	4.109678646	-1.135524211	0.272964085	0.765816178	-5.617914541
CDH6	-0.585491817	3.707328434	-1.249624525	0.229498395	0.726470035	-5.47736503
PIH1D2	-0.585527496	-0.276351514	-0.685214999	0.503065076	0.874838263	-5.533706699
KRT18P66	-0.585552413	-0.717134375	-0.709412971	0.488329818	0.874838263	-5.484092991
TP53TG3B	-0.585601657	-1.289996318	-0.64949975	0.525277315	0.877852142	-5.511950802
PCDH11Y	-0.585608864	2.241102085	-0.683824109	0.503919824	0.874838263	-5.877573974
CTAGE14P	-0.585619322	-0.878943318	-0.693417673	0.498041386	0.874838263	-5.486297188
NPY	-0.585619322	-0.878943318	-0.693417673	0.498041386	0.874838263	-5.486297188
RP11-287F9.1	-0.585742719	-1.35114891	-0.551903585	0.588679501	0.906638473	-5.568236382
RP11-294C11.8	-0.586036439	-0.074444826	-0.658884599	0.519387728	0.877852142	-5.571988013
RUFY4	-0.586051386	2.281116526	-1.123545987	0.277864932	0.771037442	-5.501960335
C1ORF234	-0.586204532	-0.923424439	-0.620832621	0.543497459	0.882182693	-5.528548536
ATP5F1P1	-0.586263805	-1.53009175	-0.636984197	0.533189588	0.877931905	-5.52988387
LRAT	-0.586302208	3.172741281	-1.206341369	0.245309403	0.742707388	-5.496592863
TNNT2	-0.586464326	3.428337465	-1.291008397	0.215135437	0.710088832	-5.414886047
NLRP5	-0.586631534	1.134007132	-0.623165173	0.542002136	0.882182693	-5.762231388
RP11-163O19.16	-0.586692623	-0.756115719	-0.618440065	0.545033585	0.882182693	-5.537601986
MRPL37P1	-0.586731261	0.195983578	-0.725947501	0.478409507	0.874838263	-5.562777448
ARL14	-0.586751768	-1.346835805	-0.677460173	0.507841371	0.877082319	-5.4967371
RPL13AP2	-0.586751768	-1.346835805	-0.677460173	0.507841371	0.877082319	-5.4967371
OLA1P1	-0.586751768	-1.346835805	-0.677460173	0.507841371	0.877082319	-5.4967371
SPECC1L	-0.586802365	5.457733044	-1.156482654	0.264545444	0.759694959	-5.598333971
MDGA2	-0.586815538	1.831448992	-1.008506269	0.328296387	0.812666487	-5.560719184
RP11-366M4.15	-0.586972117	-1.258416685	-0.642511233	0.529687288	0.877852142	-5.515184162
RP11-252I13.1	-0.586981256	-0.614782901	-0.631767409	0.536507039	0.879774242	-5.538396212
AC125238.2	-0.58699292	-1.31674043	-0.566067425	0.579241329	0.901251274	-5.559628504
WDR35	-0.587029706	2.432783569	-1.073099832	0.299225283	0.787343229	-5.571150349
HNRNPA3P5	-0.587154668	-0.608454926	-0.621889897	0.542819395	0.882182693	-5.54456134
FAM170A	-0.587404373	-0.656706029	-0.641108436	0.530574979	0.877852142	-5.53014634
PES1P2	-0.587478505	-0.167604136	-0.625417633	0.540560297	0.882182693	-5.581751004
RP11-562I5.1	-0.587525664	-1.610996221	-0.587478225	0.565123527	0.894072158	-5.563362653
ITGA4	-0.587560489	2.674523253	-1.050872072	0.309009866	0.792715948	-5.618876923
SLC9C1	-0.587577253	0.640928241	-0.803781158	0.433363027	0.871573902	-5.56797106
CLCN3P1	-0.587659042	3.028494631	-1.122533363	0.278282237	0.771405716	-5.57710536
CTB-33G10.1	-0.587751417	0.039104647	-0.802285862	0.434202409	0.872369331	-5.488472914
DNAH3	-0.587782767	3.653514422	-1.101940506	0.286870236	0.781497178	-5.637795626
BTBD11	-0.587783012	3.780562032	-1.308252625	0.209363972	0.704798354	-5.410938924
HNRNPA1P42	-0.587867736	-1.001770917	-0.744180587	0.467611292	0.874838263	-5.448875472
SOWAHC	-0.587905387	5.37851571	-1.055775356	0.306831742	0.790072116	-5.705020323
C1QTNF4	-0.588144585	0.845212726	-0.79474935	0.438448674	0.874381403	-5.603811517
TMX1	-0.588174834	3.323652687	-1.17854993	0.255895033	0.754778675	-5.537686019
TYW5	-0.588183454	3.216896942	-1.269755112	0.222420727	0.717077914	-5.426884219
PHF11	-0.588200384	3.534247798	-1.256922331	0.226912522	0.723352946	-5.460753003
FAM102B	-0.588315199	3.97892249	-1.323553339	0.204346515	0.70140673	-5.399073224
SDAD1P2	-0.588462624	-0.878943318	-0.635385541	0.534204993	0.878491485	-5.52177947
GPR85	-0.588512754	5.176701593	-1.20864585	0.244446964	0.741454035	-5.543533744
RP11-526D8.7	-0.588658283	2.003058708	-1.071136098	0.300080487	0.788239747	-5.521857288
IL1RL1	-0.588679727	3.50162154	-1.235381256	0.234611411	0.731225625	-5.483953608
KLHL31	-0.58870807	0.985993129	-0.952440703	0.355112897	0.821412118	-5.494517001
ZNF416	-0.58880769	0.978902965	-0.848003314	0.409006531	0.852169575	-5.581672507
JAKMIP2	-0.588825742	2.558817565	-1.14287311	0.269989551	0.762758902	-5.512145136
RP11-501M7.1	-0.588843327	-1.495988797	-0.547144483	0.591868165	0.908460809	-5.577373737
REN	-0.588865981	0.999330739	-0.880936577	0.391459182	0.835593805	-5.557780455
AP000445.2	-0.589037749	-1.346835805	-0.683026824	0.504410161	0.874853829	-5.493256841
PIGUP1	-0.589037749	-1.346835805	-0.683026824	0.504410161	0.874853829	-5.493256841
RP11-330H6.5	-0.58906713	-1.716641572	-0.529637415	0.6036724	0.914579648	-5.60113895
CAPN3	-0.589220436	3.204239665	-1.200661204	0.247445159	0.74519037	-5.505179035
CEBPD	-0.589225618	6.21365411	-1.173898654	0.257700211	0.754778675	-5.565189827
SIN3A	-0.589254401	5.031920572	-1.274178278	0.220888776	0.715331958	-5.468834178
TUBB8P6	-0.589281078	-0.756115719	-0.713684968	0.485755123	0.874838263	-5.479145568
ODC1	-0.58936845	3.693645678	-0.849215466	0.408351697	0.851802351	-5.876876376
DUS2	-0.589505623	3.642441474	-1.277331656	0.219801684	0.714414347	-5.44202087
MTND6P8	-0.589571381	-1.001770917	-0.682412437	0.504788202	0.874906628	-5.489193566
FCMR	-0.589748808	2.163128492	-0.978752459	0.342343846	0.821412118	-5.631225859
TCF7L2	-0.590051736	3.492091651	-1.325631163	0.203672601	0.700538323	-5.376770979
KRTAP5-1	-0.590285841	-1.592491003	-0.563659095	0.58084063	0.90213909	-5.574830213
MPV17L	-0.590417901	4.371694731	-1.348199939	0.196466503	0.696166004	-5.377156063
LIMA1	-0.590610049	4.397757224	-1.247825449	0.23013939	0.727148326	-5.497746894
ZNF181	-0.590821751	2.637719488	-1.041152213	0.313360665	0.796750599	-5.624845021
FGF9	-0.590829298	1.874471572	-0.934338518	0.364087046	0.8253534	-5.634637443
RP11-796L2.1	-0.590878967	-0.97575105	-0.573215359	0.574507985	0.899125761	-5.553130374
RPL4P1	-0.590927219	-0.435115815	-0.651991276	0.523710078	0.877852142	-5.539763966
MAP3K1	-0.590990642	5.509267159	-1.197239194	0.248738716	0.746851983	-5.552558796
THBS1	-0.591105632	8.35016016	-0.71906793	0.482522354	0.874838263	-5.909984393
ANO6	-0.591201049	5.723675307	-1.304933538	0.210465189	0.704798354	-5.42402761
ADRB2	-0.591247206	2.470470319	-1.106979087	0.284751022	0.779201234	-5.540560022
KIDINS220	-0.591338477	5.517711445	-1.22110672	0.239823944	0.735192454	-5.525452405
PADI4	-0.591348566	2.070606985	-1.010438995	0.327398268	0.812111795	-5.58986651
RP11-40B20.1	-0.591381013	-1.11300836	-0.611593298	0.549442536	0.884829783	-5.530620041
CCDC185	-0.591617847	0.797807173	-0.837196568	0.414874845	0.856900039	-5.564391694
IGSF5	-0.591750796	3.22439141	-0.991828221	0.336119286	0.821231396	-5.723066897
ARL17A	-0.591784615	5.66133865	-1.196598442	0.248981503	0.74719896	-5.550952594
IGLL4P	-0.591827767	-0.638847886	-0.585965497	0.566115008	0.89463014	-5.562662595
SLC15A4	-0.591921508	4.896937344	-1.376442151	0.187738901	0.690532696	-5.344764487
KCNE3	-0.591998834	3.140233543	-1.23539354	0.234606964	0.731225625	-5.461329242
ZNF844	-0.592055658	4.292505236	-1.351661186	0.195379656	0.695302527	-5.371715531
PAK3	-0.592191001	2.983139533	-1.109969631	0.28349871	0.777426268	-5.586629843
MTND2P13	-0.59225945	-0.832447326	-0.671793269	0.511348133	0.877852142	-5.501805916
CLMP	-0.592328149	4.51538275	-0.82022887	0.424198197	0.864190094	-5.921470951
CYP1B1	-0.592357239	3.414231878	-1.03956714	0.314074349	0.796957723	-5.688816495
UCHL5	-0.592414544	2.750389474	-1.023561444	0.321346648	0.803627778	-5.653244275
SLC28A3	-0.592494091	1.130456412	-0.932058516	0.365228294	0.826154183	-5.532983872
DDHD2	-0.592632473	5.094114131	-0.985501964	0.339120794	0.821412118	-5.776590122
TRBV14	-0.592677204	-1.652919349	-0.646884207	0.526925389	0.877852142	-5.532316075
RP11-186O14.7	-0.592677204	-1.652919349	-0.646884207	0.526925389	0.877852142	-5.532316075
OR5BE1P	-0.592677204	-1.652919349	-0.646884207	0.526925389	0.877852142	-5.532316075
RPS3AP34	-0.59276652	-1.794252167	-0.707112942	0.489719361	0.874838263	-5.505321409
PABPC1P13	-0.59276652	-1.794252167	-0.707112942	0.489719361	0.874838263	-5.505321409
AC003989.3	-0.59276652	-1.794252167	-0.707112942	0.489719361	0.874838263	-5.505321409
ADAM28	-0.592831262	4.623965435	-1.33831644	0.199596695	0.69719736	-5.391737107
METTL4	-0.593114574	1.991411313	-1.050607173	0.309127857	0.792775793	-5.540795442
CCDC81	-0.593150264	2.325071	-1.081574716	0.295554934	0.784318623	-5.550373815
TP53TG5	-0.593361432	1.872120861	-1.013366165	0.326041373	0.81040036	-5.561476242
LL22NC03-22A12.9	-0.593526204	-0.040768958	-0.707340515	0.489581771	0.874838263	-5.545194733
CTC-398G3.2	-0.593563343	-2.032392717	-0.675557014	0.509017528	0.877308964	-5.542467289
PMS2P11	-0.593563343	-2.032392717	-0.675557014	0.509017528	0.877308964	-5.542467289
RP3-347M6.3	-0.593563343	-2.032392717	-0.675557014	0.509017528	0.877308964	-5.542467289
RP11-6F2.3	-0.593563343	-2.032392717	-0.675557014	0.509017528	0.877308964	-5.542467289
RP11-432M8.21	-0.593563343	-2.032392717	-0.675557014	0.509017528	0.877308964	-5.542467289
RP11-305B6.1	-0.593563343	-2.032392717	-0.675557014	0.509017528	0.877308964	-5.542467289
GTF2IP8	-0.593563343	-2.032392717	-0.675557014	0.509017528	0.877308964	-5.542467289
ELMOD2	-0.59356838	2.861451445	-1.086628151	0.29338215	0.784318623	-5.600383648
CDH9	-0.593635642	1.967127096	-1.073812361	0.298915419	0.78689714	-5.514551014
SF3B1	-0.593818057	4.991636191	-1.236330009	0.234268102	0.730968085	-5.513162152
TET1P1	-0.59387896	-0.494163806	-0.617417234	0.545691007	0.882269315	-5.555305647
BIN2P2	-0.593883996	-1.5442399	-0.519235862	0.610740264	0.918325038	-5.594046478
THOC2	-0.593921463	4.45683793	-1.244488904	0.231331866	0.72847831	-5.502355485
EGFL7	-0.593939799	5.117277524	-1.226326549	0.237907562	0.733975433	-5.52388668
IRX2	-0.593940981	0.750340303	-0.702975072	0.492225086	0.874838263	-5.655415827
PRDM4	-0.593968551	3.720955665	-1.316090606	0.206781621	0.704414978	-5.399171795
BTBD16	-0.594190712	2.712246683	-0.653278808	0.522901217	0.877852142	-5.950622274
SASH3	-0.59436437	2.99850082	-0.960599818	0.351118449	0.821412118	-5.735093358
FOXD4L5	-0.594373749	3.078583389	-1.234818224	0.234815331	0.731408347	-5.457325187
CCND3P2	-0.594451801	-0.74119936	-0.670639486	0.512063807	0.877852142	-5.507364142
CAB39P1	-0.594703361	-1.421412301	-0.617714094	0.545500157	0.882182693	-5.535560429
TINF2	-0.59473242	3.949843297	-1.316167953	0.206756265	0.704414978	-5.407167974
PHLDA2	-0.594909257	2.099315295	-0.737432302	0.471590494	0.874838263	-5.822490704
CR1	-0.59494329	3.584162444	-1.190592857	0.251265904	0.749737357	-5.538809067
MRGPRX3	-0.595204396	2.050838288	-0.927160912	0.367688046	0.826566911	-5.663977546
MYBL1	-0.595328274	2.415575279	-1.127263788	0.276336823	0.768957203	-5.513300896
PSD2	-0.595429407	2.229381839	-1.090036098	0.291923511	0.784318623	-5.530581495
CCL5	-0.595443187	3.842761946	-1.251795186	0.228726861	0.725592107	-5.48002678
PIN1P1	-0.595518235	-0.770263868	-0.681750559	0.505195648	0.874952018	-5.498855897
FGFR1OP2	-0.595704501	2.456566001	-1.078890467	0.296713852	0.784425141	-5.567929354
AC108039.1	-0.595883214	-0.63483194	-0.700098282	0.493971588	0.874838263	-5.4950428
SUSD5	-0.595892525	2.241106763	-1.112781721	0.282324862	0.77620063	-5.508514782
TERF2	-0.595911913	5.399266737	-1.316307431	0.206710546	0.704414978	-5.415098711
IGLV6-57	-0.595978998	1.374281769	-0.74742465	0.465705676	0.874838263	-5.71514292
FBXO31	-0.59602704	5.176848212	-1.309403306	0.208983265	0.704798354	-5.425757921
RSPO2	-0.59603494	1.172250039	-0.916991663	0.372831461	0.82865761	-5.551984023
USP32P2	-0.596073788	3.871949971	-1.333306354	0.201198619	0.697818597	-5.383849297
SPPL3	-0.596098547	5.426598913	-1.334931908	0.200677742	0.697250631	-5.392078195
FBXO5	-0.596112817	1.70651563	-1.039951588	0.313901142	0.796828592	-5.513747645
DNHD1	-0.59637644	4.663172961	-1.38884141	0.184007515	0.688739914	-5.328998785
CD99	-0.596409891	5.203866744	-0.850329022	0.407750731	0.851304672	-5.896192903
GUSBP4	-0.596583487	2.445353724	-0.997180473	0.333594573	0.818579201	-5.646974937
RP11-313I2.10	-0.596729831	-1.001770917	-0.651003858	0.524330875	0.877852142	-5.508440504
RP11-438P9.2	-0.596947149	-1.671424568	-0.535577799	0.599654061	0.912406911	-5.594850129
RPL23P10	-0.597026211	-1.997984237	-0.71062339	0.487599491	0.874838263	-5.517544127
RP11-3L10.2	-0.597026211	-1.997984237	-0.71062339	0.487599491	0.874838263	-5.517544127
RPL31P33	-0.597026211	-1.997984237	-0.71062339	0.487599491	0.874838263	-5.517544127
RP11-692N5.2	-0.597026211	-1.997984237	-0.71062339	0.487599491	0.874838263	-5.517544127
RPL12P46	-0.597026211	-1.997984237	-0.71062339	0.487599491	0.874838263	-5.517544127
RP11-92C4.4	-0.597026211	-1.997984237	-0.71062339	0.487599491	0.874838263	-5.517544127
RHOQP1	-0.597026211	-1.997984237	-0.71062339	0.487599491	0.874838263	-5.517544127
DNAJB3	-0.597097882	0.572174707	-0.831709609	0.417875183	0.85907917	-5.536905768
STK3	-0.597107265	6.878051451	-1.264477455	0.224259526	0.719200654	-5.444768145
FUT4	-0.597107962	3.239220291	-1.255317346	0.227479264	0.724111499	-5.445201198
PTGDR2	-0.597176308	1.452546622	-0.981100159	0.341220334	0.821412118	-5.53443233
HERC1	-0.597415877	6.819158263	-1.244818735	0.231213771	0.728318672	-5.4693184
ST6GALNAC4P1	-0.597632113	-1.441672631	-0.532422753	0.601786621	0.913443584	-5.582061396
SLC30A6	-0.598035721	5.021042187	-1.270953516	0.222004842	0.71637581	-5.472687641
ACSM2B	-0.598173438	3.798862499	-1.162770406	0.262058393	0.758538949	-5.578825123
CERS1	-0.598292756	2.183433003	-1.025163476	0.320613365	0.803008682	-5.589672188
SPDYE8P	-0.598327918	0.540621381	-0.848289122	0.408852069	0.851996562	-5.519494633
RP11-457M11.6	-0.598439178	-0.316519531	-0.708695433	0.488763062	0.874838263	-5.514486273
IGSF6	-0.598635034	3.607502012	-1.180216372	0.255250629	0.754269358	-5.551457439
ADSSL1	-0.598923225	3.347956595	-1.233165315	0.235414778	0.731685013	-5.477753048
CYP4F11	-0.599208466	3.840291146	-1.161682596	0.262487393	0.758996303	-5.581549048
CXORF23	-0.599404049	3.721339229	-1.347055905	0.1968268	0.696492077	-5.361387058
ANKRD26P1	-0.599509554	1.244151932	-0.806345295	0.431926049	0.870421215	-5.652566286
SPATA31E3P	-0.599580813	2.346160347	-1.032917028	0.317081349	0.800127483	-5.601322655
NOC3L	-0.599878364	2.246030791	-1.09409132	0.290194801	0.784318623	-5.528407374
SEMA6D	-0.600192703	2.941821962	-1.140310307	0.27102409	0.763661194	-5.551113769
SEC62	-0.600225121	4.444571922	-1.292314704	0.214693873	0.709431985	-5.44596564
AKR1B1P4	-0.600317124	-0.620342667	-0.65857975	0.519578451	0.877852142	-5.52201771
CUBN	-0.600696393	3.37879192	-1.191219174	0.25102692	0.749634458	-5.526958241
ST6GAL2	-0.601105032	3.051956006	-1.24650869	0.230609424	0.727503571	-5.441846916
DZIP3	-0.601106347	4.992313331	-1.271663608	0.221758705	0.71631985	-5.47198275
ZNF133	-0.60127767	4.765876644	-1.360537763	0.192614453	0.69181002	-5.364709367
GCNT7	-0.601371829	0.033807538	-0.781814564	0.445797218	0.874838263	-5.502836437
PCDHB16	-0.601615624	3.213879043	-1.33081394	0.201999364	0.699329717	-5.353729534
BLOC1S2	-0.601684315	2.09725133	-0.837251401	0.414844933	0.856900039	-5.746019813
