term_name	zscore	combined_score	FDR	pvalue	overlapping_genes	gene_set_library	geneset
Central carbon metabolism in cancer_Homo sapiens_hsa05230	3.906330784	-0.788776212	0.962896289	0.817158227	['AKT3']	KEGG Pathways	downregulated
AMPK signaling pathway_Homo sapiens_hsa04152	2.532816102	-0.50296134	0.962896289	0.819895886	"['PPP2R3C', 'AKT3']"	KEGG Pathways	downregulated
Cell cycle_Homo sapiens_hsa04110	2.564370767	-0.509227399	0.962896289	0.819895886	"['TGFB3', 'ORC3']"	KEGG Pathways	downregulated
Interferon alpha/beta signaling_Homo sapiens_R-HSA-909733	2.406618324	-0.472480772	0.989447623	0.821744636	['EGR1']	Reactome Pathways	downregulated
Primary Focal Segmental Glomerulosclerosis FSGS_Mus musculus_WP2573	4.065893803	-0.798239016	0.902307836	0.821744636	['UTRN']	WikiPathways	downregulated
Fc epsilon RI signaling pathway_Homo sapiens_hsa04664	2.493918291	-0.48961999	0.998834342	0.821744636	['RAC3']	KEGG Pathways	upregulated
G1 to S cell cycle control_Homo sapiens_WP45	4.11142496	-0.807177947	0.902307836	0.821744636	['ORC3']	WikiPathways	downregulated
PPAR signaling pathway_Mus musculus_WP2316	2.884375507	-0.566276735	0.996932674	0.821744636	['SCD']	WikiPathways	upregulated
COPII (Coat Protein 2) Mediated Vesicle Transport_Homo sapiens_R-HSA-204005	2.58220401	-0.506952736	0.999999971	0.821744636	['TRAPPC1']	Reactome Pathways	upregulated
Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120	4.389086474	-0.861690009	0.962896289	0.821744636	['JUN']	KEGG Pathways	downregulated
Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120	2.755321891	-0.540940207	0.998834342	0.821744636	['ATP6V0E2']	KEGG Pathways	upregulated
Loss of Nlp from mitotic centrosomes_Homo sapiens_R-HSA-380259	2.64976865	-0.50583757	0.999999971	0.826216224	['CDK1']	Reactome Pathways	upregulated
Loss of proteins required for interphase microtubule organization?áfrom the centrosome_Homo sapiens_R-HSA-380284	2.660798295	-0.507943116	0.999999971	0.826216224	['CDK1']	Reactome Pathways	upregulated
PPAR signaling pathway_Homo sapiens_hsa03320	2.668752504	-0.509461565	0.998834342	0.826216224	['SCD']	KEGG Pathways	upregulated
Alcoholism_Homo sapiens_hsa05034	2.408804678	-0.453464554	0.962896289	0.828405147	"['MAOB', 'FOSB', 'ADCY5']"	KEGG Pathways	downregulated
RIG-I-like receptor signaling pathway_Homo sapiens_hsa04622	4.158501627	-0.771967663	0.962896289	0.830575859	['IFNE']	KEGG Pathways	downregulated
Switching of origins to a post-replicative state_Homo sapiens_R-HSA-69052	2.31124938	-0.42905112	0.992189929	0.830575859	['ORC3']	Reactome Pathways	downregulated
Cytoplasmic Ribosomal Proteins_Mus musculus_WP163	3.086127619	-0.572896427	0.996932674	0.830575859	['RPL17-C18ORF32']	WikiPathways	upregulated
RIG-I-like receptor signaling pathway_Homo sapiens_hsa04622	2.668659516	-0.495399313	0.998834342	0.830575859	['ISG15']	KEGG Pathways	upregulated
Orc1 removal from chromatin_Homo sapiens_R-HSA-68949	2.301706168	-0.427279557	0.992189929	0.830575859	['ORC3']	Reactome Pathways	downregulated
Adipocytokine signaling pathway_Homo sapiens_hsa04920	4.004937612	-0.743460652	0.962896289	0.830575859	['AKT3']	KEGG Pathways	downregulated
Calcium signaling pathway_Homo sapiens_hsa04020	1.344270996	-0.248495248	0.998834342	0.831224782	"['CALML5', 'TNNC1', 'GRIN2D']"	KEGG Pathways	upregulated
Inositol phosphate metabolism_Homo sapiens_hsa00562	4.165572161	-0.752017212	0.962896289	0.834826339	['PLCB4']	KEGG Pathways	downregulated
Endoderm Differentiation_Homo sapiens_WP2853	2.990002648	-0.539789822	0.996932674	0.834826339	['DKK1']	WikiPathways	upregulated
Signal Transduction_Homo sapiens_R-HSA-162582	1.514888477	-0.269889162	0.992189929	0.836810384	"['CHRM3', 'FAM13B', 'DGKB', 'ARHGAP6', 'CHRDL1', 'RGS5', 'SHH', 'RGS2', 'EDNRA', 'RGS1', 'AKT3', 'GRB10', 'RSPO3', 'PRKG1', 'DYNC2H1', 'DUSP2', 'DUSP1', 'PDE4D', 'GLP2R', 'PLA2G4A', 'TACR3', 'OR1N2', 'ARHGAP10', 'SFRP1', 'SFRP2', 'PLCB4', 'OR52E6', 'ROR1', 'MYL9', 'NPB', 'KHDRBS2', 'PDE1C', 'OR13J1', 'LPAR1', 'LPAR3', 'HSD17B6', 'ADCY5', 'OR2T33', 'OR4S1', 'CCL4', 'FLNA', 'CCL2', 'MYH11', 'NCAM1', 'A2M', 'MAPK4', 'PPP1R14A', 'JUN', 'EGF', 'NR4A1', 'CNTN1', 'ACKR1', 'TEK', 'PDE7B', 'FGF10']"	Reactome Pathways	downregulated
Signaling by the B Cell Receptor (BCR)_Homo sapiens_R-HSA-983705	1.566458063	-0.277707109	0.992189929	0.837542339	"['NR4A1', 'EGF', 'AKT3', 'FGF10']"	Reactome Pathways	downregulated
Removal of licensing factors from origins_Homo sapiens_R-HSA-69300	2.299967347	-0.403827952	0.992189929	0.838970392	['ORC3']	Reactome Pathways	downregulated
Signaling by NOTCH1_Homo sapiens_R-HSA-1980143	2.309532149	-0.405507338	0.992189929	0.838970392	['CNTN1']	Reactome Pathways	downregulated
Antiviral mechanism by IFN-stimulated genes_Homo sapiens_R-HSA-1169410	2.262760961	-0.39729526	0.992189929	0.838970392	['EIF4E3']	Reactome Pathways	downregulated
Primary Focal Segmental Glomerulosclerosis FSGS_Homo sapiens_WP2572	3.890338526	-0.683065106	0.916671804	0.838970392	['UTRN']	WikiPathways	downregulated
AURKA Activation by TPX2_Homo sapiens_R-HSA-8854518	2.613027413	-0.458794995	0.999999971	0.838970392	['CDK1']	Reactome Pathways	upregulated
ISG15 antiviral mechanism_Homo sapiens_R-HSA-1169408	2.274418751	-0.399342133	0.992189929	0.838970392	['EIF4E3']	Reactome Pathways	downregulated
TRAF6 Mediated Induction of proinflammatory cytokines_Homo sapiens_R-HSA-168180	2.360187157	-0.414401338	0.999999971	0.838970392	['IRAK1']	Reactome Pathways	upregulated
IRS-mediated signalling_Homo sapiens_R-HSA-112399	1.804151579	-0.311833484	0.999999971	0.841270377	"['PSMD2', 'EIF4EBP1', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
MAPK family signaling cascades_Homo sapiens_R-HSA-5683057	1.780582173	-0.307759697	0.999999971	0.841270377	"['PSMD2', 'CDK1', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
SHC1 events in EGFR signaling_Homo sapiens_R-HSA-180336	1.942760806	-0.33335701	0.999999971	0.842325026	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
SOS-mediated signalling_Homo sapiens_R-HSA-112412	1.958631097	-0.336080183	0.999999971	0.842325026	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
SHC1 events in ERBB4 signaling_Homo sapiens_R-HSA-1250347	1.951593623	-0.334872627	0.999999971	0.842325026	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
GRB2 events in EGFR signaling_Homo sapiens_R-HSA-179812	1.923088307	-0.32998142	0.999999971	0.842325026	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
RAF/MAP kinase cascade_Homo sapiens_R-HSA-5673001	1.930744774	-0.331295188	0.999999971	0.842325026	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
ER to Golgi Anterograde Transport_Homo sapiens_R-HSA-199977	1.835498782	-0.313928829	0.999999971	0.842794695	"['TRAPPC1', 'SPTBN2']"	Reactome Pathways	upregulated
Cell-Cell communication_Homo sapiens_R-HSA-1500931	1.841888099	-0.315021606	0.999999971	0.842794695	"['LAMC2', 'CRB3']"	Reactome Pathways	upregulated
ER to Golgi Anterograde Transport_Homo sapiens_R-HSA-199977	1.584021379	-0.270918173	0.993816373	0.842794695	"['DYNC2H1', 'DYNC1I1']"	Reactome Pathways	downregulated
Alzheimers Disease_Mus musculus_WP2075	4.080230903	-0.696804108	0.916671804	0.843010677	['PLCB4']	WikiPathways	downregulated
B cell receptor signaling pathway_Homo sapiens_hsa04662	2.447517839	-0.417976464	0.998834342	0.843010677	['RAC3']	KEGG Pathways	upregulated
Leishmaniasis_Homo sapiens_hsa05140	2.536185108	-0.433118675	0.998834342	0.843010677	['IRAK1']	KEGG Pathways	upregulated
Metabolism of lipids and lipoproteins_Homo sapiens_R-HSA-556833	1.364618192	-0.23129938	0.993816373	0.844088859	"['PTGIS', 'NR1H4', 'PLA2G4A', 'PTGS2', 'PTGS1', 'CYP39A1', 'HPGDS', 'FABP4', 'OXCT1', 'ME1', 'ACOT6', 'A2M', 'HMGCLL1']"	Reactome Pathways	downregulated
FRS-mediated FGFR1 signaling_Homo sapiens_R-HSA-5654693	1.947776168	-0.328798655	0.999999971	0.844671734	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
FRS-mediated FGFR4 signaling_Homo sapiens_R-HSA-5654712	1.978225792	-0.333938771	0.999999971	0.844671734	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
FRS-mediated FGFR3 signaling_Homo sapiens_R-HSA-5654706	1.970821009	-0.33268879	0.999999971	0.844671734	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
FRS-mediated FGFR2 signaling_Homo sapiens_R-HSA-5654700	1.961754375	-0.331158277	0.999999971	0.844671734	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Focal Adhesion_Mus musculus_WP85	2.187489434	-0.369104061	0.996932674	0.844733488	"['SPP1', 'RAC3', 'LAMC2']"	WikiPathways	upregulated
Metapathway biotransformation_Mus musculus_WP1251	2.426424934	-0.406239357	0.996932674	0.845841739	"['AKR1B1', 'UGT1A4']"	WikiPathways	upregulated
Adherens junction_Homo sapiens_hsa04520	2.635082436	-0.437723737	0.998834342	0.846949788	['RAC3']	KEGG Pathways	upregulated
Adherens junction_Homo sapiens_hsa04520	4.0473888	-0.672327411	0.968053496	0.846949788	['SORBS1']	KEGG Pathways	downregulated
Gastric acid secretion_Homo sapiens_hsa04971	2.623403937	-0.435783777	0.998834342	0.846949788	['CALML5']	KEGG Pathways	upregulated
Insulin receptor signalling cascade_Homo sapiens_R-HSA-74751	1.900062744	-0.313975918	0.999999971	0.847685973	"['PSMD2', 'EIF4EBP1', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Oxidative phosphorylation_Homo sapiens_hsa00190	1.693984898	-0.27762779	0.998834342	0.848835086	"['ATP6V0E2', 'ATP5J2']"	KEGG Pathways	upregulated
Hepatitis C_Homo sapiens_hsa05160	2.703297721	-0.443044429	0.968053496	0.848835086	"['EGF', 'AKT3']"	KEGG Pathways	downregulated
IRS-related events triggered by IGF1R_Homo sapiens_R-HSA-2428928	1.901630988	-0.309551409	0.999999971	0.849776369	"['PSMD2', 'EIF4EBP1', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Diseases of signal transduction_Homo sapiens_R-HSA-5663202	1.536444979	-0.250105678	0.994817851	0.849776369	"['NR4A1', 'SHH', 'EGF', 'AKT3', 'FGF10']"	Reactome Pathways	downregulated
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)_Homo sapiens_R-HSA-2404192	1.911736908	-0.311196471	0.999999971	0.849776369	"['PSMD2', 'EIF4EBP1', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
IGF1R signaling cascade_Homo sapiens_R-HSA-2428924	1.89380269	-0.308277102	0.999999971	0.849776369	"['PSMD2', 'EIF4EBP1', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Regulation of DNA replication_Homo sapiens_R-HSA-69304	2.294042754	-0.370693571	0.994817851	0.850790253	['ORC3']	Reactome Pathways	downregulated
SUMOylation of DNA damage response and repair proteins_Homo sapiens_R-HSA-3108214	2.639852356	-0.426572824	0.999999971	0.850790253	['CDKN2A']	Reactome Pathways	upregulated
Leptin signaling pathway_Homo sapiens_WP2034	2.645006049	-0.427405608	0.996932674	0.850790253	['EIF4EBP1']	WikiPathways	upregulated
Signalling to p38 via RIT and RIN_Homo sapiens_R-HSA-187706	2.011845045	-0.323330168	0.999999971	0.851536209	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
ARMS-mediated activation_Homo sapiens_R-HSA-170984	2.001489498	-0.321665894	0.999999971	0.851536209	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
FCERI mediated MAPK activation_Homo sapiens_R-HSA-2871796	1.944406705	-0.311791588	0.999999971	0.851842974	"['PSMD2', 'IGLV7-46', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Frs2-mediated activation_Homo sapiens_R-HSA-170968	2.023738632	-0.3199478	0.999999971	0.853766628	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Mesodermal Commitment Pathway_Homo sapiens_WP2857	3.916582079	-0.615680275	0.924713702	0.854534538	['EPB41L5']	WikiPathways	downregulated
Measles_Homo sapiens_hsa05162	1.597719956	-0.245622839	0.998834342	0.857500644	"['IRAK1', 'CCNE1']"	KEGG Pathways	upregulated
PI3K-Akt signaling pathway_Homo sapiens_hsa04151	1.510845038	-0.231715408	0.998834342	0.857813916	"['EFNA3', 'EFNA2', 'CCNE1', 'SPP1', 'EIF4EBP1', 'LAMC2']"	KEGG Pathways	upregulated
Prolonged ERK activation events_Homo sapiens_R-HSA-169893	2.018671661	-0.308827113	0.999999971	0.858142326	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Antigen processing and presentation_Homo sapiens_hsa04612	2.755311694	-0.421385058	0.998834342	0.858185046	['CALR']	KEGG Pathways	upregulated
RNA degradation_Homo sapiens_hsa03018	3.858408706	-0.590087786	0.971855871	0.858185046	['BTG2']	KEGG Pathways	downregulated
Focal Adhesion_Homo sapiens_WP306	2.267326848	-0.342759001	0.996932674	0.859698806	"['SPP1', 'RAC3', 'LAMC2']"	WikiPathways	upregulated
Signaling by Leptin_Homo sapiens_R-HSA-2586552	2.012965758	-0.302927083	0.999999971	0.860288099	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein_Homo sapiens_R-HSA-446193"	2.701952432	-0.40204213	0.999999971	0.861744122	['NEU1']	Reactome Pathways	upregulated
Bacterial invasion of epithelial cells_Homo sapiens_hsa05100	2.59611632	-0.386294046	0.998834342	0.861744122	['CBLC']	KEGG Pathways	upregulated
Cardiac muscle contraction_Homo sapiens_hsa04260	2.748951785	-0.409035488	0.998834342	0.861744122	['TNNC1']	KEGG Pathways	upregulated
Bacterial invasion of epithelial cells_Homo sapiens_hsa05100	3.818796015	-0.568224987	0.971855871	0.861744122	['ARHGAP10']	KEGG Pathways	downregulated
COPI-mediated anterograde transport_Homo sapiens_R-HSA-6807878	2.684419182	-0.399433237	0.999999971	0.861744122	['SPTBN2']	Reactome Pathways	upregulated
Signaling by Wnt_Homo sapiens_R-HSA-195721	1.549312482	-0.22692623	0.994817851	0.863752519	"['SFRP1', 'SFRP2', 'RSPO3', 'ROR1', 'PRKG1']"	Reactome Pathways	downregulated
Interleukin receptor SHC signaling_Homo sapiens_R-HSA-912526	2.055834825	-0.299345495	0.999999971	0.864496731	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Transcriptional regulation of white adipocyte differentiation_Homo sapiens_R-HSA-381340	2.283773718	-0.330640976	0.994817851	0.865214052	['FABP4']	Reactome Pathways	downregulated
Glucose metabolism_Homo sapiens_R-HSA-70326	2.27380317	-0.329197457	0.994817851	0.865214052	['PHKB']	Reactome Pathways	downregulated
PI3K Cascade_Homo sapiens_R-HSA-109704	2.263523853	-0.327709234	0.994817851	0.865214052	['FGF10']	Reactome Pathways	downregulated
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways_Homo sapiens_R-HSA-168928	2.693360057	-0.389940208	0.999999971	0.865214052	['ISG15']	Reactome Pathways	upregulated
Centrosome maturation_Homo sapiens_R-HSA-380287	2.820275884	-0.408314871	0.999999971	0.865214052	['CDK1']	Reactome Pathways	upregulated
PI3K Cascade_Homo sapiens_R-HSA-109704	2.691481929	-0.389668296	0.999999971	0.865214052	['EIF4EBP1']	Reactome Pathways	upregulated
Recruitment of mitotic centrosome proteins and complexes_Homo sapiens_R-HSA-380270	2.838391916	-0.410937681	0.999999971	0.865214052	['CDK1']	Reactome Pathways	upregulated
Apoptosis_Mus musculus_WP1254	3.761109055	-0.544527139	0.931768979	0.865214052	['JUN']	WikiPathways	downregulated
Tight junction_Homo sapiens_hsa04530	1.683894519	-0.242825625	0.998834342	0.865710457	"['MYH14', 'CRB3']"	KEGG Pathways	upregulated
Signalling to RAS_Homo sapiens_R-HSA-167044	2.045386793	-0.292948127	0.999999971	0.866560086	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Toll-Like Receptors Cascades_Homo sapiens_R-HSA-168898	1.650502524	-0.232986997	0.994817851	0.86834928	"['JUN', 'FOS']"	Reactome Pathways	downregulated
Regulation of HSF1-mediated heat shock response_Homo sapiens_R-HSA-3371453	2.209991718	-0.31133466	0.994817851	0.868597064	['COL4A6']	Reactome Pathways	downregulated
Complement cascade_Homo sapiens_R-HSA-166658	2.736809318	-0.385550584	0.999999971	0.868597064	['IGLV7-46']	Reactome Pathways	upregulated
Regulation of HSF1-mediated heat shock response_Homo sapiens_R-HSA-3371453	2.648324276	-0.373085171	0.999999971	0.868597064	['RPS19BP1']	Reactome Pathways	upregulated
Vesicle-mediated transport_Homo sapiens_R-HSA-5653656	1.895107345	-0.263926628	0.999999971	0.869995381	"['VAMP8', 'TRAPPC1', 'IGLV7-46', 'AP1S1', 'KIF2C', 'CALR', 'PAFAH1B3', 'AP1M2', 'SPTBN2']"	Reactome Pathways	upregulated
VEGFR2 mediated cell proliferation_Homo sapiens_R-HSA-5218921	2.135619414	-0.29592342	0.999999971	0.870606124	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Factors involved in megakaryocyte development and platelet production_Homo sapiens_R-HSA-983231	1.656963269	-0.228961973	0.994817851	0.870940442	"['DOCK11', 'HBB']"	Reactome Pathways	downregulated
Regulation of toll-like receptor signaling pathway_Homo sapiens_WP1449	2.425904237	-0.335215531	0.996932674	0.870940442	"['IRAK1', 'SPP1']"	WikiPathways	upregulated
Factors involved in megakaryocyte development and platelet production_Homo sapiens_R-HSA-983231	2.05347599	-0.283752769	0.999999971	0.870940442	"['HIST2H3A', 'KIF2C']"	Reactome Pathways	upregulated
Interferon Signaling_Homo sapiens_R-HSA-913531	1.707087583	-0.235399229	0.994817851	0.871189964	"['EGR1', 'EIF4E3', 'NCAM1']"	Reactome Pathways	downregulated
Interferon Signaling_Homo sapiens_R-HSA-913531	2.121203533	-0.292503842	0.999999971	0.871189964	"['IFI6', 'ISG15', 'KPNA2']"	Reactome Pathways	upregulated
COPI-dependent Golgi-to-ER retrograde traffic_Homo sapiens_R-HSA-6811434	2.784029583	-0.381651191	0.999999971	0.87189533	['KIF2C']	Reactome Pathways	upregulated
Peptide hormone metabolism_Homo sapiens_R-HSA-2980736	2.884292577	-0.395395834	0.999999971	0.87189533	['INHBC']	Reactome Pathways	upregulated
Aldosterone synthesis and secretion_Homo sapiens_hsa04925	2.676341801	-0.366888715	0.998834342	0.87189533	['CALML5']	KEGG Pathways	upregulated
Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550	1.763134277	-0.238489828	0.998834342	0.87348467	"['FZD9', 'INHBC']"	KEGG Pathways	upregulated
Neuronal System_Homo sapiens_R-HSA-112316	1.534317764	-0.205144554	0.994817851	0.874848906	"['PTPRD', 'RIMS1', 'CACNA2D1', 'KCNN2', 'ADCY5']"	Reactome Pathways	downregulated
Global Genome Nucleotide Excision Repair (GG-NER)_Homo sapiens_R-HSA-5696399	2.66052394	-0.354926073	0.999999971	0.87511097	['TFPT']	Reactome Pathways	upregulated
Toll Like Receptor 10 (TLR10) Cascade_Homo sapiens_R-HSA-168142	2.667326505	-0.355833566	0.999999971	0.87511097	['IRAK1']	Reactome Pathways	upregulated
Global Genome Nucleotide Excision Repair (GG-NER)_Homo sapiens_R-HSA-5696399	2.197729473	-0.293187172	0.994817851	0.87511097	['USP45']	Reactome Pathways	downregulated
M/G1 Transition_Homo sapiens_R-HSA-68874	2.178754933	-0.290655882	0.994817851	0.87511097	['ORC3']	Reactome Pathways	downregulated
MyD88 cascade initiated on plasma membrane_Homo sapiens_R-HSA-975871	2.658321729	-0.354632287	0.999999971	0.87511097	['IRAK1']	Reactome Pathways	upregulated
Toll Like Receptor 5 (TLR5) Cascade_Homo sapiens_R-HSA-168176	2.675610605	-0.356938703	0.999999971	0.87511097	['IRAK1']	Reactome Pathways	upregulated
Degradation of beta-catenin by the destruction complex_Homo sapiens_R-HSA-195253	2.584677731	-0.344807841	0.999999971	0.87511097	['PSMD2']	Reactome Pathways	upregulated
DNA Replication Pre-Initiation_Homo sapiens_R-HSA-69002	2.154595545	-0.287432909	0.994817851	0.87511097	['ORC3']	Reactome Pathways	downregulated
TCF dependent signaling in response to WNT_Homo sapiens_R-HSA-201681	1.726234542	-0.225229363	0.994817851	0.877678988	"['SFRP1', 'SFRP2', 'RSPO3']"	Reactome Pathways	downregulated
cAMP signaling pathway_Homo sapiens_hsa04024	1.803371766	-0.235293793	0.998834342	0.877678988	"['CALML5', 'RAC3', 'GRIN2D']"	KEGG Pathways	upregulated
Signaling Pathways in Glioblastoma_Homo sapiens_WP2261	4.009327054	-0.52052486	0.941278063	0.87824605	['AKT3']	WikiPathways	downregulated
Peroxisome_Homo sapiens_hsa04146	3.789355571	-0.491966296	0.972518987	0.87824605	['HMGCLL1']	KEGG Pathways	downregulated
Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410	2.929635415	-0.38035013	0.998834342	0.87824605	['TNNC1']	KEGG Pathways	upregulated
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation_Homo sapiens_R-HSA-975138	2.64540989	-0.34344956	0.999999971	0.87824605	['IRAK1']	Reactome Pathways	upregulated
p75 NTR receptor-mediated signalling_Homo sapiens_R-HSA-193704	2.667353633	-0.346298483	0.999999971	0.87824605	['IRAK1']	Reactome Pathways	upregulated
Focal Adhesion-PI3K-Akt-mTOR-signaling pathway_Mus musculus_WP2841	2.407496488	-0.312212114	0.996932674	0.878373559	"['EFNA3', 'EFNA2', 'SPP1', 'EIF4EBP1', 'LAMC2']"	WikiPathways	upregulated
Interleukin-2 signaling_Homo sapiens_R-HSA-451927	2.206871261	-0.286171914	0.999999971	0.878382497	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Beta-catenin independent WNT signaling_Homo sapiens_R-HSA-3858494	1.754240892	-0.227372657	0.994817851	0.878435203	"['ROR1', 'PRKG1']"	Reactome Pathways	downregulated
Beta-catenin independent WNT signaling_Homo sapiens_R-HSA-3858494	2.235482814	-0.28974793	0.999999971	0.878435203	"['PSMD2', 'RAC3']"	Reactome Pathways	upregulated
Signalling to ERKs_Homo sapiens_R-HSA-187687	2.202366639	-0.280879651	0.999999971	0.880262278	"['PSMD2', 'RASAL1', 'GRIN2D', 'SPTBN2']"	Reactome Pathways	upregulated
Transmembrane transport of small molecules_Homo sapiens_R-HSA-382551	1.573778684	-0.199644433	0.994817851	0.880859855	"['SLC2A12', 'SLC9A9', 'SLC43A1', 'FXYD6', 'ATP1A2', 'AQP3', 'ANO5', 'SLC8A1', 'ADCY5', 'AQP1', 'TRDN']"	Reactome Pathways	downregulated
Class B/2 (Secretin family receptors)_Homo sapiens_R-HSA-373080	2.978379235	-0.376330898	0.999999971	0.881302583	['FZD9']	Reactome Pathways	upregulated
Mitochondrial translation elongation_Homo sapiens_R-HSA-5389840	2.720494917	-0.343746116	0.999999971	0.881302583	['MRPL12']	Reactome Pathways	upregulated
TP53 Regulates Metabolic Genes_Homo sapiens_R-HSA-5628897	2.310666045	-0.291962493	0.994817851	0.881302583	['AKT3']	Reactome Pathways	downregulated
Mitochondrial translation initiation_Homo sapiens_R-HSA-5368286	2.753382309	-0.347901578	0.999999971	0.881302583	['MRPL12']	Reactome Pathways	upregulated
Metabolism of polyamines_Homo sapiens_R-HSA-351202	2.181665078	-0.275662672	0.994817851	0.881302583	['CKB']	Reactome Pathways	downregulated
Mitochondrial translation termination_Homo sapiens_R-HSA-5419276	2.820591789	-0.356393782	0.999999971	0.881302583	['MRPL12']	Reactome Pathways	upregulated
Class I MHC mediated antigen processing & presentation_Homo sapiens_R-HSA-983169	2.068893598	-0.260214445	0.999999971	0.881813508	"['CDC20', 'UBE2C', 'PSMD2', 'CALR', 'TRAIP']"	Reactome Pathways	upregulated
Focal adhesion_Homo sapiens_hsa04510	1.774383316	-0.219026084	0.998834342	0.883876561	"['SPP1', 'RAC3', 'LAMC2']"	KEGG Pathways	upregulated
RHO GTPase Effectors_Homo sapiens_R-HSA-195258	1.591861263	-0.196370153	0.994817851	0.883946414	"['PPP1R14A', 'FLNA', 'MYH11', 'MYL9']"	Reactome Pathways	downregulated
MyD88 dependent cascade initiated on endosome_Homo sapiens_R-HSA-975155	2.656291282	-0.326667138	0.999999971	0.884282534	['IRAK1']	Reactome Pathways	upregulated
Toll Like Receptor 7/8 (TLR7/8) Cascade_Homo sapiens_R-HSA-168181	2.670340846	-0.328394935	0.999999971	0.884282534	['IRAK1']	Reactome Pathways	upregulated
Hedgehog 'on' state_Homo sapiens_R-HSA-5632684	2.051269517	-0.252262373	0.994817851	0.884282534	['SHH']	Reactome Pathways	downregulated
Hedgehog 'on' state_Homo sapiens_R-HSA-5632684	2.547900146	-0.313337342	0.999999971	0.884282534	['PSMD2']	Reactome Pathways	upregulated
Apoptosis_Homo sapiens_WP254	3.811700163	-0.456255072	0.945916928	0.887187818	['JUN']	WikiPathways	downregulated
Salmonella infection_Homo sapiens_hsa05132	2.681735082	-0.320999864	0.998834342	0.887187818	['MYH14']	KEGG Pathways	upregulated
Regulation of mRNA stability by proteins that bind AU-rich elements_Homo sapiens_R-HSA-450531	2.73433478	-0.327295972	0.999999971	0.887187818	['PSMD2']	Reactome Pathways	upregulated
Unfolded Protein Response (UPR)_Homo sapiens_R-HSA-381119	2.877537479	-0.344437131	0.999999971	0.887187818	['CALR']	Reactome Pathways	upregulated
Regulation of mRNA stability by proteins that bind AU-rich elements_Homo sapiens_R-HSA-450531	2.1891371	-0.262036588	0.995976177	0.887187818	['ZFP36']	Reactome Pathways	downregulated
Metabolism of vitamins and cofactors_Homo sapiens_R-HSA-196854	2.268833754	-0.270000048	0.999999971	0.887804345	"['FASN', 'AGRN']"	Reactome Pathways	upregulated
Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261	1.863108805	-0.2217172	0.998834342	0.887804345	"['CALML5', 'TNNC1']"	KEGG Pathways	upregulated
